n,algorithm,scenario,k,p,nstart,nsteps,nsteps.c2,factor.nstart,factor.nsteps,balanced,seed,time,error,obj
1000,1,1,3,10,400,20,20,5,1,2,17,5.75560998916626,0.061,-14195.8352905192
200,2,1,3,10,400,20,20,5,1,2,17,1.68108892440796,0.025,-2661.14649498651
500,2,1,3,10,400,20,20,5,1,2,17,5.45095419883728,0.03,-6665.30677815041
1000,2,1,3,10,400,20,20,5,1,2,17,19.6792039871216,0.032,-13589.116115526
200,3,1,3,10,400,20,20,5,1,2,17,6.9175009727478,0.04,-2799.01694515598
500,3,1,3,10,400,20,20,5,1,2,17,17.3698649406433,0.072,-6966.96352516106
1000,3,1,3,10,400,20,20,5,1,2,17,29.2647969722748,0.061,-14194.6323914407
200,1,2,3,10,400,20,20,5,1,2,17,1.27259707450867,0.045,-3250.77557661549
500,1,2,3,10,400,20,20,5,1,2,17,2.68535399436951,0.064,-8001.43028823781
1000,1,2,3,10,400,20,20,5,1,2,17,4.21871900558472,0.076,-16137.910156822
200,2,2,3,10,400,20,20,5,1,2,17,1.59074592590332,0.05,-3067.75819078998
500,2,2,3,10,400,20,20,5,1,2,17,4.82761287689209,0.03,-7666.95252081242
1000,2,2,3,10,400,20,20,5,1,2,17,15.9470331668854,0.033,-15563.4380123053
200,3,2,3,10,400,20,20,5,1,2,17,6.53352808952332,0.045,-3250.77557661549
500,3,2,3,10,400,20,20,5,1,2,17,12.323175907135,0.064,-8001.43028823781
1000,3,2,3,10,400,20,20,5,1,2,17,20.2445909976959,0.076,-16137.910156822
200,1,1,6,10,400,20,20,5,1,2,17,2.29441714286804,0.265,-2978.78212238948
500,1,1,6,10,400,20,20,5,1,2,17,7.26926302909851,0.044,-7446.71016451162
1000,1,1,6,10,400,20,20,5,1,2,17,12.2265319824219,0.042,-15219.8420799943
200,2,1,6,10,400,20,20,5,1,2,17,2.74423098564148,0.02,-2648.57452980868
500,2,1,6,10,400,20,20,5,1,2,17,9.65019392967224,0.026,-6896.70088113794
1000,2,1,6,10,400,20,20,5,1,2,17,26.7241659164429,0.018,-14121.5458728902
200,3,1,6,10,400,20,20,5,1,2,17,11.4401888847351,0.28,-3056.86459591446
500,3,1,6,10,400,20,20,5,1,2,17,36.3518800735474,0.044,-7446.71016451162
1000,3,1,6,10,400,20,20,5,1,2,17,62.1036279201508,0.042,-15219.8420799943
200,1,2,6,10,400,20,20,5,1,2,17,2.86833000183105,0.185,-3366.8881547362
500,1,2,6,10,400,20,20,5,1,2,17,8.93301200866699,0.066,-8196.465868478
1000,1,2,6,10,400,20,20,5,1,2,17,13.5881388187408,0.065,-16621.8099567375
200,2,2,6,10,400,20,20,5,1,2,17,3.51513004302979,0.07,-3106.60173604518
500,2,2,6,10,400,20,20,5,1,2,17,11.8718218803406,0.046,-7863.8848138794
1000,2,2,6,10,400,20,20,5,1,2,17,26.8125920295715,0.031,-16087.3469472882
200,3,2,6,10,400,20,20,5,1,2,17,15.0056519508362,0.185,-3366.8881547362
500,3,2,6,10,400,20,20,5,1,2,17,44.2286839485168,0.066,-8196.465868478
1000,3,2,6,10,400,20,20,5,1,2,17,70.402941942215,0.071,-16804.0097045211
200,1,1,3,4,100,20,20,5,1,1,18,0.090756893157959,0.035,-1344.34432129882
500,1,1,3,4,100,20,20,5,1,1,18,0.271275043487549,0.028,-3353.05409906772
1000,1,1,3,4,100,20,20,5,1,1,18,0.468746900558472,0.03,-6662.84914012007
200,2,1,3,4,100,20,20,5,1,1,18,0.268281936645508,0.015,-1203.2531281971
500,2,1,3,4,100,20,20,5,1,1,18,1.00032496452332,0.022,-3010.18427350777
1000,2,1,3,4,100,20,20,5,1,1,18,4.11300110816956,0.017,-6027.6622607344
200,3,1,3,4,100,20,20,5,1,1,18,0.479717016220093,0.035,-1344.34432129882
500,3,1,3,4,100,20,20,5,1,1,18,1.40324807167053,0.028,-3353.05409906772
1000,3,1,3,4,100,20,20,5,1,1,18,2.15476202964783,0.03,-6662.84914012007
200,1,2,3,4,100,20,20,5,1,1,18,0.099733829498291,0.04,-1758.85020773388
500,1,2,3,4,100,20,20,5,1,1,18,0.291221141815186,0.044,-4397.26396351604
1000,1,2,3,4,100,20,20,5,1,1,18,0.416885137557983,0.052,-8731.18462131204
200,2,2,3,4,100,20,20,5,1,1,18,0.21741795539856,0.01,-1607.09274954967
500,2,2,3,4,100,20,20,5,1,1,18,0.954444885253906,0.014,-4012.18139104079
1000,2,2,3,4,100,20,20,5,1,1,18,3.74997210502625,0.017,-8006.88983055315
200,3,2,3,4,100,20,20,5,1,1,18,0.467748880386353,0.04,-1758.85020773388
500,3,2,3,4,100,20,20,5,1,1,18,1.50996208190918,0.044,-4397.26396351604
1000,3,2,3,4,100,20,20,5,1,1,18,2.18017101287842,0.052,-8731.18462131204
200,1,1,6,4,100,20,20,5,1,1,18,0.273268938064575,0.125,-1492.97869171422
500,1,1,6,4,100,20,20,5,1,1,18,0.667216062545776,0.01,-3882.5608824311
1000,1,1,6,4,100,20,20,5,1,1,18,0.828451871871948,0.022,-7440.62833568753
200,2,1,6,4,100,20,20,5,1,1,18,0.331114053726196,0.01,-1299.2792875068
500,2,1,6,4,100,20,20,5,1,1,18,1.41422009468079,0.002,-3322.93159941512
1000,2,1,6,4,100,20,20,5,1,1,18,5.34171509742737,0.017,-6622.58857884696
200,3,1,6,4,100,20,20,5,1,1,18,1.30750417709351,0.01,-1504.83408451662
500,3,1,6,4,100,20,20,5,1,1,18,3.06480407714844,0.012,-3890.14499007841
1000,3,1,6,4,100,20,20,5,1,1,18,3.85169911384583,0.022,-7442.84880368705
200,1,2,6,4,100,20,20,5,1,1,18,0.299200057983398,0.07,-1847.72148856097
500,1,2,6,4,100,20,20,5,1,1,18,0.80185604095459,0.066,-4595.91357478565
1000,1,2,6,4,100,20,20,5,1,1,18,1.15192198753357,0.082,-9174.88405432003
200,2,2,6,4,100,20,20,5,1,1,18,0.470740079879761,0.14,-1723.84092017743
500,2,2,6,4,100,20,20,5,1,1,18,1.60128211975098,0.044,-4292.55950944489
1000,2,2,6,4,100,20,20,5,1,1,18,5.99351501464844,0.043,-8566.90977444618
200,3,2,6,4,100,20,20,5,1,1,18,1.58849000930786,0.05,-1823.48975103117
500,3,2,6,4,100,20,20,5,1,1,18,3.97337508201599,0.066,-4595.91357478565
1000,3,2,6,4,100,20,20,5,1,1,18,6.3408420085907,0.082,-9174.88405432003
200,1,1,3,10,100,20,20,5,1,1,18,0.409904003143311,0.04,-2781.11600857079
500,1,1,3,10,100,20,20,5,1,1,18,0.90458083152771,0.042,-7022.04924525802
1000,1,1,3,10,100,20,20,5,1,1,18,1.53589296340942,0.049,-14198.9665505131
200,2,1,3,10,100,20,20,5,1,1,18,0.45378589630127,0.035,-2639.01868347337
500,2,1,3,10,100,20,20,5,1,1,18,1.42219591140747,0.032,-6686.6180527092
1000,2,1,3,10,100,20,20,5,1,1,18,4.05450105667114,0.021,-13556.7247744894
200,3,1,3,10,100,20,20,5,1,1,18,1.81309604644775,0.04,-2781.11600857079
500,3,1,3,10,100,20,20,5,1,1,18,4.56878209114075,0.058,-7029.16059801994
1000,3,1,3,10,100,20,20,5,1,1,18,7.55579495429993,0.049,-14198.9665505131
200,1,2,3,10,100,20,20,5,1,1,18,0.450793981552124,0.04,-3153.46540723474
500,1,2,3,10,100,20,20,5,1,1,18,0.665220975875854,0.046,-8075.48735579214
1000,1,2,3,10,100,20,20,5,1,1,18,0.999326944351196,0.055,-16282.8588131525
200,2,2,3,10,100,20,20,5,1,1,18,0.559503078460693,0.02,-3036.81924890003
500,2,2,3,10,100,20,20,5,1,1,18,1.52790999412537,0.016,-7698.6079146268
1000,2,2,3,10,100,20,20,5,1,1,18,4.70264601707458,0.018,-15552.9425255449
200,3,2,3,10,100,20,20,5,1,1,18,1.9358229637146,0.04,-3153.46540723474
500,3,2,3,10,100,20,20,5,1,1,18,3.10569500923157,0.046,-8075.48735579214
1000,3,2,3,10,100,20,20,5,1,1,18,4.5767068862915,0.055,-16282.8588131525
200,1,1,6,10,100,20,20,5,1,1,18,0.600394010543823,0.24,-3056.25829275656
500,1,1,6,10,100,20,20,5,1,1,18,1.80771803855896,0.188,-7418.29583685423
1000,1,1,6,10,100,20,20,5,1,1,18,2.87630796432495,0.028,-14927.7880196272
200,2,1,6,10,100,20,20,5,1,1,18,0.712095975875854,0.065,-2679.81020340816
500,2,1,6,10,100,20,20,5,1,1,18,2.45844507217407,0.006,-6917.17959932513
1000,2,1,6,10,100,20,20,5,1,1,18,6.5371949672699,0.02,-14071.5359655344
200,3,1,6,10,100,20,20,5,1,1,18,2.94612193107605,0.21,-3012.31034455212
500,3,1,6,10,100,20,20,5,1,1,18,9.92183303833008,0.174,-7538.7812557078
1000,3,1,6,10,100,20,20,5,1,1,18,15.2782878875732,0.028,-14927.7880196272
200,1,2,6,10,100,20,20,5,1,1,18,0.678185939788818,0.18,-3429.38359988238
500,1,2,6,10,100,20,20,5,1,1,18,2.13728380203247,0.082,-8256.61617991761
1000,1,2,6,10,100,20,20,5,1,1,18,3.2889130115509,0.07,-16647.2042518629
200,2,2,6,10,100,20,20,5,1,1,18,0.780911922454834,0.135,-3089.84555075132
500,2,2,6,10,100,20,20,5,1,1,18,2.86061811447144,0.066,-7910.89878384004
1000,2,2,6,10,100,20,20,5,1,1,18,7.00692796707153,0.049,-16033.572986269
200,3,2,6,10,100,20,20,5,1,1,18,3.64924097061157,0.175,-3277.41871126763
500,3,2,6,10,100,20,20,5,1,1,18,9.92790102958679,0.082,-8256.61617991761
1000,3,2,6,10,100,20,20,5,1,1,18,16.0770227909088,0.074,-16779.7981919937
200,1,1,3,4,400,20,20,5,1,1,18,0.405913114547729,0.035,-1344.34432129882
500,1,1,3,4,400,20,20,5,1,1,18,1.11501812934875,0.028,-3353.05409906772
1000,1,1,3,4,400,20,20,5,1,1,18,1.75829696655273,0.03,-6662.84914012007
200,2,1,3,4,400,20,20,5,1,1,18,0.873662948608398,0.015,-1203.2531281971
500,2,1,3,4,400,20,20,5,1,1,18,3.79584980010986,0.022,-3010.18427350777
1000,2,1,3,4,400,20,20,5,1,1,18,15.2060599327087,0.017,-6027.6622607344
200,3,1,3,4,400,20,20,5,1,1,18,1.94878792762756,0.035,-1344.34432129882
500,3,1,3,4,400,20,20,5,1,1,18,5.82240700721741,0.028,-3353.05409906772
1000,3,1,3,4,400,20,20,5,1,1,18,9.15551686286926,0.03,-6662.84914012007
200,1,2,3,4,400,20,20,5,1,1,18,0.410435914993286,0.04,-1758.85020773388
500,1,2,3,4,400,20,20,5,1,1,18,1.08210611343384,0.044,-4397.26396351604
1000,1,2,3,4,400,20,20,5,1,1,18,1.68616509437561,0.052,-8731.18462131204
200,2,2,3,4,400,20,20,5,1,1,18,0.698132991790771,0.01,-1607.09274954967
500,2,2,3,4,400,20,20,5,1,1,18,3.4557580947876,0.014,-4012.18139104079
1000,2,2,3,4,400,20,20,5,1,1,18,14.4886040687561,0.017,-8006.88983055315
200,3,2,3,4,400,20,20,5,1,1,18,1.9517810344696,0.04,-1758.85020773388
500,3,2,3,4,400,20,20,5,1,1,18,5.17106294631958,0.044,-4397.26396351604
1000,3,2,3,4,400,20,20,5,1,1,18,8.05446100234985,0.052,-8731.18462131204
200,1,1,6,4,400,20,20,5,1,1,18,1.00890898704529,0.01,-1504.83408451662
500,1,1,6,4,400,20,20,5,1,1,18,2.24188590049744,0.012,-3890.14499007841
1000,1,1,6,4,400,20,20,5,1,1,18,3.13816690444946,0.022,-7442.84880368705
200,2,1,6,4,400,20,20,5,1,1,18,1.50796794891357,0.01,-1299.2792875068
500,2,1,6,4,400,20,20,5,1,1,18,5.12448000907898,0.002,-3322.93159941512
1000,2,1,6,4,400,20,20,5,1,1,18,15.6077830791473,0.017,-6622.58857884696
200,3,1,6,4,400,20,20,5,1,1,18,4.61220216751099,0.025,-1533.51011233381
500,3,1,6,4,400,20,20,5,1,1,18,11.9046919345856,0.008,-3773.33659502699
1000,3,1,6,4,400,20,20,5,1,1,18,15.8162319660187,0.022,-7442.84880368705
200,1,2,6,4,400,20,20,5,1,1,18,1.1259880065918,0.05,-1823.48975103117
500,1,2,6,4,400,20,20,5,1,1,18,3.17750287055969,0.066,-4595.91357478565
1000,1,2,6,4,400,20,20,5,1,1,18,4.82924294471741,0.082,-9174.88405432003
200,2,2,6,4,400,20,20,5,1,1,18,1.63363099098206,0.115,-1722.00786438589
500,2,2,6,4,400,20,20,5,1,1,18,6.02960300445557,0.044,-4292.32017162
1000,2,2,6,4,400,20,20,5,1,1,18,18.9314329624176,0.043,-8567.56627134744
200,3,2,6,4,400,20,20,5,1,1,18,5.7864351272583,0.095,-1853.2687165872
500,3,2,6,4,400,20,20,5,1,1,18,16.0471370220184,0.066,-4595.91357478565
1000,3,2,6,4,400,20,20,5,1,1,18,23.9493169784546,0.082,-9174.88405432003
200,1,1,3,10,400,20,20,5,1,1,18,1.42618584632874,0.04,-2781.11600857079
500,1,1,3,10,400,20,20,5,1,1,18,3.30670285224915,0.058,-7029.16059801994
1000,1,1,3,10,400,20,20,5,1,1,18,5.56020092964172,0.049,-14198.9665505131
200,2,1,3,10,400,20,20,5,1,1,18,1.68748688697815,0.04,-2638.5931554259
500,2,1,3,10,400,20,20,5,1,1,18,5.47934699058533,0.034,-6687.56962639448
1000,2,1,3,10,400,20,20,5,1,1,18,19.3881261348724,0.021,-13556.7247744894
200,3,1,3,10,400,20,20,5,1,1,18,7.40320301055908,0.04,-2781.11600857079
500,3,1,3,10,400,20,20,5,1,1,18,16.7226738929749,0.058,-7029.16059801994
1000,3,1,3,10,400,20,20,5,1,1,18,28.0483319759369,0.049,-14198.9665505131
200,1,2,3,10,400,20,20,5,1,1,18,1.55583906173706,0.04,-3153.46540723474
500,1,2,3,10,400,20,20,5,1,1,18,2.54720401763916,0.046,-8075.48735579214
1000,1,2,3,10,400,20,20,5,1,1,18,3.81280398368835,0.055,-16282.8588131525
200,2,2,3,10,400,20,20,5,1,1,18,1.82611703872681,0.02,-3036.81924890003
500,2,2,3,10,400,20,20,5,1,1,18,4.80419492721558,0.016,-7698.6079146268
1000,2,2,3,10,400,20,20,5,1,1,18,16.2038309574127,0.019,-15552.6093197096
200,3,2,3,10,400,20,20,5,1,1,18,7.44411396980286,0.04,-3153.46540723474
500,3,2,3,10,400,20,20,5,1,1,18,12.8158359527588,0.046,-8075.48735579214
1000,3,2,3,10,400,20,20,5,1,1,18,18.9082679748535,0.055,-16282.8588131525
200,1,1,6,10,400,20,20,5,1,1,18,2.29239416122437,0.24,-3073.12117846702
500,1,1,6,10,400,20,20,5,1,1,18,7.40764498710632,0.174,-7538.7812557078
1000,1,1,6,10,400,20,20,5,1,1,18,11.8041751384735,0.028,-14927.7880196272
200,2,1,6,10,400,20,20,5,1,1,18,2.49831914901733,0.04,-2647.48445006642
500,2,1,6,10,400,20,20,5,1,1,18,9.97130298614502,0.006,-6917.17959932513
1000,2,1,6,10,400,20,20,5,1,1,18,23.3951909542084,0.02,-14071.5359655344
200,3,1,6,10,400,20,20,5,1,1,18,11.0838868618011,0.105,-2976.82035606606
500,3,1,6,10,400,20,20,5,1,1,18,37.7211608886719,0.038,-7554.81918740156
1000,3,1,6,10,400,20,20,5,1,1,18,61.3546800613403,0.031,-15022.2321081625
200,1,2,6,10,400,20,20,5,1,1,18,3.15157198905945,0.175,-3277.41871126763
500,1,2,6,10,400,20,20,5,1,1,18,8.18597483634949,0.082,-8256.61617991761
1000,1,2,6,10,400,20,20,5,1,1,18,13.3607280254364,0.074,-16779.7981919937
200,2,2,6,10,400,20,20,5,1,1,18,3.63827109336853,0.15,-3089.37989270675
500,2,2,6,10,400,20,20,5,1,1,18,10.7703919410706,0.076,-7926.46031244074
1000,2,2,6,10,400,20,20,5,1,1,18,27.6529719829559,0.052,-16033.9402446546
200,3,2,6,10,400,20,20,5,1,1,18,15.0870931148529,0.175,-3277.41871126763
500,3,2,6,10,400,20,20,5,1,1,18,39.7911639213562,0.066,-8246.19520243042
1000,3,2,6,10,400,20,20,5,1,1,18,59.8317499160767,0.056,-16587.8458478517
200,1,1,3,4,100,20,20,5,1,2,18,0.0957438945770264,0.04,-1335.66661062969
500,1,1,3,4,100,20,20,5,1,2,18,0.229387998580933,0.032,-3352.21865205726
1000,1,1,3,4,100,20,20,5,1,2,18,0.386965990066528,0.024,-6626.78551637558
200,2,1,3,4,100,20,20,5,1,2,18,0.188495874404907,0.015,-1202.65331093683
500,2,1,3,4,100,20,20,5,1,2,18,0.941479921340942,0.016,-3010.08496344829
1000,2,1,3,4,100,20,20,5,1,2,18,3.90655207633972,0.011,-6020.4577655392
200,3,1,3,4,100,20,20,5,1,2,18,0.463758945465088,0.04,-1335.66661062969
500,3,1,3,4,100,20,20,5,1,2,18,1.19679999351501,0.032,-3352.21865205726
1000,3,1,3,4,100,20,20,5,1,2,18,1.81614303588867,0.024,-6626.78551637558
200,1,2,3,4,100,20,20,5,1,2,18,0.0827789306640625,0.04,-1732.61738354507
500,1,2,3,4,100,20,20,5,1,2,18,0.228388786315918,0.036,-4321.70022468975
1000,1,2,3,4,100,20,20,5,1,2,18,0.346074819564819,0.041,-8603.97407446544
200,2,2,3,4,100,20,20,5,1,2,18,0.170545101165771,0.02,-1605.62763204836
500,2,2,3,4,100,20,20,5,1,2,18,0.839755058288574,0.014,-4003.00034048007
1000,2,2,3,4,100,20,20,5,1,2,18,3.28322005271912,0.018,-7991.81870594694
200,3,2,3,4,100,20,20,5,1,2,18,0.462760925292969,0.04,-1732.61738354507
500,3,2,3,4,100,20,20,5,1,2,18,1.04320979118347,0.036,-4321.70022468975
1000,3,2,3,4,100,20,20,5,1,2,18,1.64858412742615,0.041,-8603.97407446544
200,1,1,6,4,100,20,20,5,1,2,18,0.209439992904663,0.035,-1522.96192649516
500,1,1,6,4,100,20,20,5,1,2,18,0.477722883224487,0.03,-3779.86890842051
1000,1,1,6,4,100,20,20,5,1,2,18,0.701124906539917,0.016,-7335.82524754255
200,2,1,6,4,100,20,20,5,1,2,18,0.268283128738403,0.015,-1304.10799496462
500,2,1,6,4,100,20,20,5,1,2,18,1.06966304779053,0.018,-3294.90593531994
1000,2,1,6,4,100,20,20,5,1,2,18,3.83825492858887,0.014,-6628.35336407683
200,3,1,6,4,100,20,20,5,1,2,18,1.10557389259338,0.025,-1540.00096132834
500,3,1,6,4,100,20,20,5,1,2,18,2.19513010978699,0.03,-3779.86890842051
1000,3,1,6,4,100,20,20,5,1,2,18,3.10569500923157,0.024,-7530.31571676309
200,1,2,6,4,100,20,20,5,1,2,18,0.252325057983398,0.065,-1849.24753840818
500,1,2,6,4,100,20,20,5,1,2,18,0.600395202636719,0.056,-4608.63803741612
1000,1,2,6,4,100,20,20,5,1,2,18,0.873662948608398,0.066,-9141.78885551393
200,2,2,6,4,100,20,20,5,1,2,18,0.326128959655762,0.03,-1694.18569673732
500,2,2,6,4,100,20,20,5,1,2,18,1.1658821105957,0.044,-4275.97739779184
1000,2,2,6,4,100,20,20,5,1,2,18,3.83374691009521,0.047,-8571.41074949401
200,3,2,6,4,100,20,20,5,1,2,18,1.34210205078125,0.065,-1835.51905941137
500,3,2,6,4,100,20,20,5,1,2,18,3.08874106407166,0.056,-4608.63803741612
1000,3,2,6,4,100,20,20,5,1,2,18,4.32343888282776,0.062,-9143.53522320241
200,1,1,3,10,100,20,20,5,1,2,18,0.310170888900757,0.065,-2803.74815155576
500,1,1,3,10,100,20,20,5,1,2,18,0.677188873291016,0.048,-7021.38980470057
1000,1,1,3,10,100,20,20,5,1,2,18,1.15890097618103,0.05,-14198.3079051546
200,2,1,3,10,100,20,20,5,1,2,18,0.381711959838867,0.035,-2646.78254536323
500,2,1,3,10,100,20,20,5,1,2,18,1.19879412651062,0.024,-6683.47681011853
1000,2,1,3,10,100,20,20,5,1,2,18,3.74199318885803,0.024,-13552.2624531331
200,3,1,3,10,100,20,20,5,1,2,18,1.55284786224365,0.04,-2792.12282127797
500,3,1,3,10,100,20,20,5,1,2,18,3.38295316696167,0.044,-7023.38481042955
1000,3,1,3,10,100,20,20,5,1,2,18,5.3816089630127,0.047,-14127.5914803717
200,1,2,3,10,100,20,20,5,1,2,18,0.338095903396606,0.055,-3208.57563800037
500,1,2,3,10,100,20,20,5,1,2,18,0.605381965637207,0.044,-7988.16116468072
1000,1,2,3,10,100,20,20,5,1,2,18,0.91056489944458,0.056,-16090.3186054502
200,2,2,3,10,100,20,20,5,1,2,18,0.523600101470947,0.01,-3035.8971944055
500,2,2,3,10,100,20,20,5,1,2,18,1.27813386917114,0.018,-7687.82964625844
1000,2,2,3,10,100,20,20,5,1,2,18,4.24218511581421,0.022,-15540.0891519948
200,3,2,3,10,100,20,20,5,1,2,18,1.912917137146,0.055,-3208.57563800037
500,3,2,3,10,100,20,20,5,1,2,18,2.92318296432495,0.05,-8030.35022489025
1000,3,2,3,10,100,20,20,5,1,2,18,4.74730491638184,0.056,-16090.3186054502
200,1,1,6,10,100,20,20,5,1,2,18,0.517615079879761,0.315,-2969.84956090722
500,1,1,6,10,100,20,20,5,1,2,18,1.8101589679718,0.154,-7433.77901715725
1000,1,1,6,10,100,20,20,5,1,2,18,3.12065601348877,0.031,-14996.8014452415
200,2,1,6,10,100,20,20,5,1,2,18,0.604383945465088,0.035,-2670.11410815814
500,2,1,6,10,100,20,20,5,1,2,18,2.36757016181946,0.026,-6877.49736027113
1000,2,1,6,10,100,20,20,5,1,2,18,8.50569415092468,0.019,-14069.244118245
200,3,1,6,10,100,20,20,5,1,2,18,2.76959490776062,0.175,-2966.74471226937
500,3,1,6,10,100,20,20,5,1,2,18,8.83604693412781,0.154,-7528.55208068135
1000,3,1,6,10,100,20,20,5,1,2,18,14.5989680290222,0.031,-14996.8014452415
200,1,2,6,10,100,20,20,5,1,2,18,0.844465017318726,0.305,-3325.98561049662
500,1,2,6,10,100,20,20,5,1,2,18,2.22704410552979,0.064,-8367.60119039249
1000,1,2,6,10,100,20,20,5,1,2,18,3.48567795753479,0.065,-16577.1013318564
200,2,2,6,10,100,20,20,5,1,2,18,0.881249904632568,0.12,-3065.46492389739
500,2,2,6,10,100,20,20,5,1,2,18,2.64592313766479,0.118,-7967.16914132462
1000,2,2,6,10,100,20,20,5,1,2,18,5.92016887664795,0.049,-16008.6824453423
200,3,2,6,10,100,20,20,5,1,2,18,4.0836329460144,0.305,-3325.98561049662
500,3,2,6,10,100,20,20,5,1,2,18,11.1692850589752,0.076,-8315.99382725608
1000,3,2,6,10,100,20,20,5,1,2,18,16.6465790271759,0.073,-16759.1158982963
200,1,1,3,4,400,20,20,5,1,2,18,0.454784154891968,0.04,-1335.66661062969
500,1,1,3,4,400,20,20,5,1,2,18,1.21674585342407,0.032,-3352.21865205726
1000,1,1,3,4,400,20,20,5,1,2,18,1.85403990745544,0.024,-6626.78551637558
200,2,1,3,4,400,20,20,5,1,2,18,0.679241895675659,0.015,-1202.65331093683
500,2,1,3,4,400,20,20,5,1,2,18,3.16054797172546,0.016,-3010.08496344829
1000,2,1,3,4,400,20,20,5,1,2,18,16.6958570480347,0.011,-6020.4577655392
200,3,1,3,4,400,20,20,5,1,2,18,1.94679284095764,0.04,-1335.66661062969
500,3,1,3,4,400,20,20,5,1,2,18,5.96569418907166,0.032,-3352.21865205726
1000,3,1,3,4,400,20,20,5,1,2,18,9.46067500114441,0.024,-6626.78551637558
200,1,2,3,4,400,20,20,5,1,2,18,0.383973121643066,0.04,-1732.61738354507
500,1,2,3,4,400,20,20,5,1,2,18,1.14892816543579,0.036,-4321.70022468975
1000,1,2,3,4,400,20,20,5,1,2,18,1.72837781906128,0.041,-8603.97407446544
200,2,2,3,4,400,20,20,5,1,2,18,0.815818071365356,0.02,-1605.62763204836
500,2,2,3,4,400,20,20,5,1,2,18,3.04286217689514,0.014,-4003.00034048007
1000,2,2,3,4,400,20,20,5,1,2,18,14.2180988788605,0.018,-7991.81870594694
200,3,2,3,4,400,20,20,5,1,2,18,2.20909094810486,0.04,-1732.61738354507
500,3,2,3,4,400,20,20,5,1,2,18,6.22090983390808,0.036,-4321.70022468975
1000,3,2,3,4,400,20,20,5,1,2,18,9.40652203559875,0.041,-8603.97407446544
200,1,1,6,4,400,20,20,5,1,2,18,0.933745145797729,0.025,-1540.00096132834
500,1,1,6,4,400,20,20,5,1,2,18,2.5162501335144,0.03,-3779.86890842051
1000,1,1,6,4,400,20,20,5,1,2,18,4.09666109085083,0.024,-7530.31571676309
200,2,1,6,4,400,20,20,5,1,2,18,1.57379198074341,0.015,-1304.10799496462
500,2,1,6,4,400,20,20,5,1,2,18,5.06995320320129,0.018,-3294.90593531994
1000,2,1,6,4,400,20,20,5,1,2,18,22.541895866394,0.014,-6628.35336407683
200,3,1,6,4,400,20,20,5,1,2,18,5.16518712043762,0.025,-1525.13485955721
500,3,1,6,4,400,20,20,5,1,2,18,12.7417929172516,0.036,-3830.37925992015
1000,3,1,6,4,400,20,20,5,1,2,18,17.4673209190369,0.024,-7530.31571676309
200,1,2,6,4,400,20,20,5,1,2,18,1.12499308586121,0.065,-1835.51905941137
500,1,2,6,4,400,20,20,5,1,2,18,3.67738318443298,0.056,-4608.63803741612
1000,1,2,6,4,400,20,20,5,1,2,18,5.01857900619507,0.062,-9143.53522320241
200,2,2,6,4,400,20,20,5,1,2,18,1.60530710220337,0.03,-1694.18569673732
500,2,2,6,4,400,20,20,5,1,2,18,5.47151279449463,0.044,-4275.97739779184
1000,2,2,6,4,400,20,20,5,1,2,18,19.7351150512695,0.047,-8571.41074949401
200,3,2,6,4,400,20,20,5,1,2,18,6.03342294692993,0.065,-1835.51905941137
500,3,2,6,4,400,20,20,5,1,2,18,17.363529920578,0.056,-4608.63803741612
1000,3,2,6,4,400,20,20,5,1,2,18,24.4823229312897,0.062,-9143.53522320241
200,1,1,3,10,400,20,20,5,1,2,18,1.5723888874054,0.04,-2792.12282127797
500,1,1,3,10,400,20,20,5,1,2,18,3.48723006248474,0.044,-7023.38481042955
1000,1,1,3,10,400,20,20,5,1,2,18,5.7990300655365,0.047,-14127.5914803717
200,2,1,3,10,400,20,20,5,1,2,18,1.80567789077759,0.035,-2646.78254536323
500,2,1,3,10,400,20,20,5,1,2,18,5.62555289268494,0.024,-6683.47681011853
1000,2,1,3,10,400,20,20,5,1,2,18,16.5837569236755,0.024,-13552.2624531331
200,3,1,3,10,400,20,20,5,1,2,18,7.24426007270813,0.04,-2789.73298564198
500,3,1,3,10,400,20,20,5,1,2,18,17.8412220478058,0.044,-7023.38481042955
1000,3,1,3,10,400,20,20,5,1,2,18,28.7318689823151,0.051,-14197.9288270018
200,1,2,3,10,400,20,20,5,1,2,18,1.53144407272339,0.055,-3208.57563800037
500,1,2,3,10,400,20,20,5,1,2,18,2.38063406944275,0.05,-8030.35022489025
1000,1,2,3,10,400,20,20,5,1,2,18,3.75064706802368,0.056,-16090.3186054502
200,2,2,3,10,400,20,20,5,1,2,18,1.97272491455078,0.01,-3035.8971944055
500,2,2,3,10,400,20,20,5,1,2,18,4.87158894538879,0.018,-7687.82964625844
1000,2,2,3,10,400,20,20,5,1,2,18,15.5540990829468,0.022,-15540.0891519948
200,3,2,3,10,400,20,20,5,1,2,18,7.35589289665222,0.055,-3208.57563800037
500,3,2,3,10,400,20,20,5,1,2,18,12.2293739318848,0.05,-8030.35022489025
1000,3,2,3,10,400,20,20,5,1,2,18,19.5685019493103,0.056,-16090.3186054502
200,1,1,6,10,400,20,20,5,1,2,18,2.32378578186035,0.175,-2966.74471226937
