n,algorithm,scenario,k,p,nstart,nsteps,nsteps.c2,factor.nstart,factor.nsteps,balanced,seed,time,error,obj
500,1,2,3,4,100,20,20,5,1,2,12,0.261300086975098,0.058,-4331.44197458557
1000,1,2,3,4,100,20,20,5,1,2,12,0.415884971618652,0.039,-8635.51788579858
200,2,2,3,4,100,20,20,5,1,2,12,0.205450057983398,0.02,-1554.1224848931
500,2,2,3,4,100,20,20,5,1,2,12,0.849727869033813,0.026,-3961.0809852087
1000,2,2,3,4,100,20,20,5,1,2,12,4.09173488616943,0.017,-8007.95780354576
200,3,2,3,4,100,20,20,5,1,2,12,0.461765050888062,0.055,-1702.53689478892
500,3,2,3,4,100,20,20,5,1,2,12,1.33842015266418,0.058,-4331.44197458557
1000,3,2,3,4,100,20,20,5,1,2,12,1.98868203163147,0.039,-8635.51788579858
200,1,1,6,4,100,20,20,5,1,2,12,0.257312059402466,0.03,-1513.21358877729
500,1,1,6,4,100,20,20,5,1,2,12,0.583439111709595,0.012,-3717.37296327766
1000,1,1,6,4,100,20,20,5,1,2,12,0.817812919616699,0.034,-7470.1202380474
200,2,1,6,4,100,20,20,5,1,2,12,0.345077037811279,0.02,-1253.00310993557
500,2,1,6,4,100,20,20,5,1,2,12,1.25364780426025,0.012,-3277.28609105052
1000,2,1,6,4,100,20,20,5,1,2,12,3.55501008033752,0.015,-6633.38974608803
200,3,1,6,4,100,20,20,5,1,2,12,1.0860800743103,0.03,-1518.51551246601
500,3,1,6,4,100,20,20,5,1,2,12,3.01892709732056,0.012,-3717.37296327766
1000,3,1,6,4,100,20,20,5,1,2,12,4.42819786071777,0.034,-7470.1202380474
200,1,2,6,4,100,20,20,5,1,2,12,0.275264024734497,0.06,-1805.60294070949
500,1,2,6,4,100,20,20,5,1,2,12,0.774928092956543,0.066,-4551.22598189561
1000,1,2,6,4,100,20,20,5,1,2,12,1.18582820892334,0.058,-9247.0882216033
200,2,2,6,4,100,20,20,5,1,2,12,0.334105968475342,0.035,-1658.92793965574
500,2,2,6,4,100,20,20,5,1,2,12,1.49899196624756,0.048,-4247.38932049973
1000,2,2,6,4,100,20,20,5,1,2,12,4.22669696807861,0.037,-8584.06577449929
200,3,2,6,4,100,20,20,5,1,2,12,1.35658884048462,0.06,-1805.60294070949
500,3,2,6,4,100,20,20,5,1,2,12,3.8862669467926,0.06,-4603.63623650911
1000,3,2,6,4,100,20,20,5,1,2,12,5.9578709602356,0.058,-9247.0882216033
200,1,1,3,10,100,20,20,5,1,2,12,0.368016004562378,0.04,-2764.30416751856
500,1,1,3,10,100,20,20,5,1,2,12,0.887626886367798,0.046,-7153.42933953002
1000,1,1,3,10,100,20,20,5,1,2,12,1.367919921875,0.046,-14275.0335971701
200,2,1,3,10,100,20,20,5,1,2,12,0.491686820983887,0.03,-2600.45137770814
500,2,1,3,10,100,20,20,5,1,2,12,1.426185131073,0.028,-6814.97101716345
1000,2,1,3,10,100,20,20,5,1,2,12,4.16992902755737,0.019,-13609.6820150135
200,3,1,3,10,100,20,20,5,1,2,12,1.97272396087646,0.04,-2770.43491713695
500,3,1,3,10,100,20,20,5,1,2,12,4.69444489479065,0.046,-7151.61589938261
1000,3,1,3,10,100,20,20,5,1,2,12,7.15365219116211,0.046,-14275.0335971701
200,1,2,3,10,100,20,20,5,1,2,12,0.38496994972229,0.03,-3171.7519895872
500,1,2,3,10,100,20,20,5,1,2,12,0.59441089630127,0.058,-8081.38559468145
1000,1,2,3,10,100,20,20,5,1,2,12,0.909566879272461,0.06,-16329.4908429468
200,2,2,3,10,100,20,20,5,1,2,12,0.472736120223999,0.03,-2984.73743676587
500,2,2,3,10,100,20,20,5,1,2,12,1.13795804977417,0.036,-7793.01488420019
1000,2,2,3,10,100,20,20,5,1,2,12,3.74398899078369,0.022,-15577.5952167227
200,3,2,3,10,100,20,20,5,1,2,12,1.7862241268158,0.03,-3171.7519895872
500,3,2,3,10,100,20,20,5,1,2,12,2.92717289924622,0.058,-8081.38559468145
1000,3,2,3,10,100,20,20,5,1,2,12,4.68148112297058,0.06,-16329.4908429468
200,1,1,6,10,100,20,20,5,1,2,12,0.612898111343384,0.225,-3029.66245532533
500,1,1,6,10,100,20,20,5,1,2,12,1.72438812255859,0.074,-7585.99308232335
1000,1,1,6,10,100,20,20,5,1,2,12,3.05705809593201,0.037,-14978.0481611346
200,2,1,6,10,100,20,20,5,1,2,12,0.726058959960938,0.035,-2611.96134701414
500,2,1,6,10,100,20,20,5,1,2,12,2.258957862854,0.02,-7012.5694880486
1000,2,1,6,10,100,20,20,5,1,2,12,6.46972298622131,0.02,-14127.880850962
200,3,1,6,10,100,20,20,5,1,2,12,2.99299693107605,0.195,-3026.18506820141
500,3,1,6,10,100,20,20,5,1,2,12,8.47533583641052,0.03,-7441.55770780626
1000,3,1,6,10,100,20,20,5,1,2,12,14.1889500617981,0.037,-14978.0481611346
200,1,2,6,10,100,20,20,5,1,2,12,0.763957023620605,0.14,-3388.48319865658
500,1,2,6,10,100,20,20,5,1,2,12,1.85555410385132,0.056,-8308.74703117114
1000,1,2,6,10,100,20,20,5,1,2,12,3.09010291099548,0.056,-16656.1713260626
200,2,2,6,10,100,20,20,5,1,2,12,0.848700046539307,0.08,-3067.87862939635
500,2,2,6,10,100,20,20,5,1,2,12,2.39214706420898,0.064,-7986.94383094508
1000,2,2,6,10,100,20,20,5,1,2,12,5.6121518611908,0.052,-16083.2457423054
200,3,2,6,10,100,20,20,5,1,2,12,3.6422598361969,0.155,-3302.43029491397
500,3,2,6,10,100,20,20,5,1,2,12,9.50434112548828,0.082,-8380.87734277412
1000,3,2,6,10,100,20,20,5,1,2,12,15.0044159889221,0.08,-16769.7666315565
200,1,1,3,4,400,20,20,5,1,2,12,0.360038995742798,0.025,-1305.29308911403
500,1,1,3,4,400,20,20,5,1,2,12,0.943476915359497,0.028,-3328.77901421213
1000,1,1,3,4,400,20,20,5,1,2,12,1.442143201828,0.044,-6754.67102794243
200,2,1,3,4,400,20,20,5,1,2,12,0.705114841461182,0.01,-1161.75129429252
500,2,1,3,4,400,20,20,5,1,2,12,2.85037779808044,0.014,-2982.51126018162
1000,2,1,3,4,400,20,20,5,1,2,12,15.8736641407013,0.017,-6032.95445806512
200,3,1,3,4,400,20,20,5,1,2,12,1.66853785514832,0.025,-1305.29308911403
500,3,1,3,4,400,20,20,5,1,2,12,6.78076887130737,0.028,-3328.77901421213
1000,3,1,3,4,400,20,20,5,1,2,12,8.91859221458435,0.044,-6754.67102794243
200,1,2,3,4,400,20,20,5,1,2,12,0.369010925292969,0.055,-1702.53689478892
500,1,2,3,4,400,20,20,5,1,2,12,0.994341135025024,0.058,-4331.44197458557
1000,1,2,3,4,400,20,20,5,1,2,12,1.49998784065247,0.039,-8635.51788579858
200,2,2,3,4,400,20,20,5,1,2,12,0.930511951446533,0.02,-1554.1224848931
500,2,2,3,4,400,20,20,5,1,2,12,4.08073711395264,0.026,-3961.0809852087
1000,2,2,3,4,400,20,20,5,1,2,12,16.5916647911072,0.018,-8007.91277161549
200,3,2,3,4,400,20,20,5,1,2,12,1.74433493614197,0.055,-1702.53689478892
500,3,2,3,4,400,20,20,5,1,2,12,5.47109293937683,0.058,-4331.44197458557
1000,3,2,3,4,400,20,20,5,1,2,12,8.51583385467529,0.039,-8635.51788579858
200,1,1,6,4,400,20,20,5,1,2,12,0.876656055450439,0.03,-1518.51551246601
500,1,1,6,4,400,20,20,5,1,2,12,2.43448805809021,0.012,-3717.37296327766
1000,1,1,6,4,400,20,20,5,1,2,12,3.51315808296204,0.034,-7470.1202380474
200,2,1,6,4,400,20,20,5,1,2,12,1.3384211063385,0.02,-1253.00310993557
500,2,1,6,4,400,20,20,5,1,2,12,4.27656412124634,0.012,-3277.28609105052
1000,2,1,6,4,400,20,20,5,1,2,12,16.8745501041412,0.015,-6633.38974608803
200,3,1,6,4,400,20,20,5,1,2,12,4.5194878578186,0.03,-1513.90060186299
500,3,1,6,4,400,20,20,5,1,2,12,11.895250082016,0.012,-3717.37296327766
1000,3,1,6,4,400,20,20,5,1,2,12,16.9368598461151,0.034,-7470.1202380474
200,1,2,6,4,400,20,20,5,1,2,12,1.25962805747986,0.06,-1805.60294070949
500,1,2,6,4,400,20,20,5,1,2,12,3.15257000923157,0.06,-4603.63623650911
1000,1,2,6,4,400,20,20,5,1,2,12,4.97373485565186,0.058,-9247.0882216033
200,2,2,6,4,400,20,20,5,1,2,12,1.58974885940552,0.035,-1658.92793965574
500,2,2,6,4,400,20,20,5,1,2,12,5.27982115745544,0.048,-4247.38932049973
1000,2,2,6,4,400,20,20,5,1,2,12,17.6598949432373,0.034,-8584.39373449881
200,3,2,6,4,400,20,20,5,1,2,12,5.75016903877258,0.06,-1805.60294070949
500,3,2,6,4,400,20,20,5,1,2,12,16.9118068218231,0.066,-4550.74348999012
1000,3,2,6,4,400,20,20,5,1,2,12,25.4416139125824,0.058,-9247.0882216033
200,1,1,3,10,400,20,20,5,1,2,12,1.69546604156494,0.04,-2770.43491713695
500,1,1,3,10,400,20,20,5,1,2,12,3.77789807319641,0.046,-7151.61589938261
1000,1,1,3,10,400,20,20,5,1,2,12,5.95459508895874,0.046,-14275.0335971701
200,2,1,3,10,400,20,20,5,1,2,12,2.19014310836792,0.03,-2600.45137770814
500,2,1,3,10,400,20,20,5,1,2,12,6.79683303833008,0.028,-6814.97101716345
1000,2,1,3,10,400,20,20,5,1,2,12,21.113429069519,0.019,-13609.6820150135
200,3,1,3,10,400,20,20,5,1,2,12,7.2747631072998,0.03,-2750.64081347839
500,3,1,3,10,400,20,20,5,1,2,12,18.9115869998932,0.046,-7169.13787998515
1000,3,1,3,10,400,20,20,5,1,2,12,29.7775628566742,0.046,-14275.0335971701
200,1,2,3,10,400,20,20,5,1,2,12,1.37512588500977,0.03,-3171.7519895872
500,1,2,3,10,400,20,20,5,1,2,12,2.68481993675232,0.058,-8081.38559468145
1000,1,2,3,10,400,20,20,5,1,2,12,4.04019594192505,0.06,-16329.4908429468
200,2,2,3,10,400,20,20,5,1,2,12,1.63056921958923,0.03,-2984.73743676587
500,2,2,3,10,400,20,20,5,1,2,12,4.93779587745667,0.036,-7793.01488420019
1000,2,2,3,10,400,20,20,5,1,2,12,17.1466040611267,0.022,-15577.5952167227
200,3,2,3,10,400,20,20,5,1,2,12,7.33747100830078,0.03,-3171.7519895872
500,3,2,3,10,400,20,20,5,1,2,12,12.5555281639099,0.058,-8081.38559468145
1000,3,2,3,10,400,20,20,5,1,2,12,19.7539110183716,0.06,-16329.4908429468
200,1,1,6,10,400,20,20,5,1,2,12,2.7468409538269,0.195,-3026.18506820141
500,1,1,6,10,400,20,20,5,1,2,12,7.53559494018555,0.03,-7441.55770780626
1000,1,1,6,10,400,20,20,5,1,2,12,12.7288899421692,0.037,-14978.0481611346
200,2,1,6,10,400,20,20,5,1,2,12,2.67085790634155,0.035,-2609.12132501927
500,2,1,6,10,400,20,20,5,1,2,12,10.1341361999512,0.02,-7012.5694880486
1000,2,1,6,10,400,20,20,5,1,2,12,26.1255049705505,0.02,-14127.880850962
200,3,1,6,10,400,20,20,5,1,2,12,13.3162770271301,0.115,-3031.37345238165
500,3,1,6,10,400,20,20,5,1,2,12,37.4226748943329,0.038,-7450.07618401441
1000,3,1,6,10,400,20,20,5,1,2,12,60.6028409004211,0.042,-15233.195437878
200,1,2,6,10,400,20,20,5,1,2,12,3.16021108627319,0.155,-3302.43029491397
500,1,2,6,10,400,20,20,5,1,2,12,8.93012094497681,0.082,-8380.87734277412
1000,1,2,6,10,400,20,20,5,1,2,12,14.1345829963684,0.08,-16769.7666315565
200,2,2,6,10,400,20,20,5,1,2,12,3.68713998794556,0.075,-3037.13416268177
500,2,2,6,10,400,20,20,5,1,2,12,11.0308790206909,0.068,-7986.83577229726
1000,2,2,6,10,400,20,20,5,1,2,12,28.5779378414154,0.054,-16084.6269590386
200,3,2,6,10,400,20,20,5,1,2,12,16.8203349113464,0.11,-3335.50398730222
500,3,2,6,10,400,20,20,5,1,2,12,44.8900721073151,0.066,-8300.4227425537
1000,3,2,6,10,400,20,20,5,1,2,12,70.2047078609467,0.08,-16769.7666315565
200,1,1,3,4,100,20,20,5,1,1,13,0.0887629985809326,0.035,-1355.13164743473
500,1,1,3,4,100,20,20,5,1,1,13,0.279253005981445,0.042,-3329.0673066658
1000,1,1,3,4,100,20,20,5,1,1,13,0.426860094070435,0.024,-6703.02898753946
200,2,1,3,4,100,20,20,5,1,1,13,0.17453408241272,0.035,-1203.13884961035
500,2,1,3,4,100,20,20,5,1,1,13,0.781909942626953,0.018,-3012.62196329917
1000,2,1,3,4,100,20,20,5,1,1,13,3.30422592163086,0.011,-6026.55507555164
200,3,1,3,4,100,20,20,5,1,1,13,0.470741033554077,0.035,-1355.13164743473
500,3,1,3,4,100,20,20,5,1,1,13,1.42120099067688,0.042,-3329.0673066658
1000,3,1,3,4,100,20,20,5,1,1,13,2.03207302093506,0.024,-6703.02898753946
200,1,2,3,4,100,20,20,5,1,1,13,0.098736047744751,0.06,-1758.50143855303
500,1,2,3,4,100,20,20,5,1,1,13,0.251327991485596,0.04,-4272.87648605712
1000,1,2,3,4,100,20,20,5,1,1,13,0.392950057983398,0.049,-8766.00573439521
200,2,2,3,4,100,20,20,5,1,1,13,0.239359855651855,0.04,-1601.19731541431
500,2,2,3,4,100,20,20,5,1,1,13,0.796422958374023,0.024,-3995.10026545631
1000,2,2,3,4,100,20,20,5,1,1,13,4.09905505180359,0.02,-8002.31747438552
200,3,2,3,4,100,20,20,5,1,1,13,0.493680000305176,0.06,-1758.50143855303
500,3,2,3,4,100,20,20,5,1,1,13,1.2905490398407,0.04,-4272.87648605712
1000,3,2,3,4,100,20,20,5,1,1,13,1.98070287704468,0.049,-8766.00573439521
200,1,1,6,4,100,20,20,5,1,1,13,0.216420888900757,0.02,-1533.9299600083
500,1,1,6,4,100,20,20,5,1,1,13,0.591418981552124,0.03,-3742.49874175634
1000,1,1,6,4,100,20,20,5,1,1,13,0.790885210037231,0.026,-7467.3002007434
200,2,1,6,4,100,20,20,5,1,1,13,0.394943952560425,0.005,-1307.59168310502
500,2,1,6,4,100,20,20,5,1,1,13,1.15391397476196,0.014,-3307.89753371092
1000,2,1,6,4,100,20,20,5,1,1,13,3.73512196540833,0.017,-6633.37556341724
200,3,1,6,4,100,20,20,5,1,1,13,1.05916714668274,0.02,-1533.9299600083
500,3,1,6,4,100,20,20,5,1,1,13,2.89171195030212,0.032,-3734.3850875103
1000,3,1,6,4,100,20,20,5,1,1,13,3.67971181869507,0.028,-7619.39850750253
200,1,2,6,4,100,20,20,5,1,1,13,0.301194906234741,0.06,-1829.711193087
500,1,2,6,4,100,20,20,5,1,1,13,0.843376874923706,0.068,-4567.31011573951
1000,1,2,6,4,100,20,20,5,1,1,13,1.14549708366394,0.062,-9335.05255820578
200,2,2,6,4,100,20,20,5,1,1,13,0.409904003143311,0.105,-1697.19676086083
500,2,2,6,4,100,20,20,5,1,1,13,1.68848395347595,0.06,-4277.64154363818
1000,2,2,6,4,100,20,20,5,1,1,13,5.81807589530945,0.039,-8557.38261351225
200,3,2,6,4,100,20,20,5,1,1,13,1.54350399971008,0.06,-1829.711193087
500,3,2,6,4,100,20,20,5,1,1,13,4.16493988037109,0.09,-4633.06231519316
1000,3,2,6,4,100,20,20,5,1,1,13,5.82143187522888,0.062,-9335.05255820578
200,1,1,3,10,100,20,20,5,1,1,13,0.376994132995605,0.08,-2782.17065836116
500,1,1,3,10,100,20,20,5,1,1,13,0.853536128997803,0.054,-7052.93704387942
1000,1,1,3,10,100,20,20,5,1,1,13,1.37327599525452,0.053,-14197.1883833124
200,2,1,3,10,100,20,20,5,1,1,13,0.454783916473389,0.07,-2656.47383027914
500,2,1,3,10,100,20,20,5,1,1,13,1.46110606193542,0.02,-6753.19780068879
1000,2,1,3,10,100,20,20,5,1,1,13,3.97196888923645,0.016,-13583.251005789
200,3,1,3,10,100,20,20,5,1,1,13,1.71541285514832,0.08,-2782.17065836116
500,3,1,3,10,100,20,20,5,1,1,13,4.36393189430237,0.052,-7071.71919371004
1000,3,1,3,10,100,20,20,5,1,1,13,6.9075288772583,0.052,-14204.7655745352
200,1,2,3,10,100,20,20,5,1,1,13,0.363028049468994,0.065,-3235.03614057687
500,1,2,3,10,100,20,20,5,1,1,13,0.61600399017334,0.074,-8084.53248710534
1000,1,2,3,10,100,20,20,5,1,1,13,0.923529863357544,0.055,-16262.2107940556
200,2,2,3,10,100,20,20,5,1,1,13,0.484703779220581,0.06,-3052.49993540243
500,2,2,3,10,100,20,20,5,1,1,13,1.10304999351501,0.036,-7731.94087136315
1000,2,2,3,10,100,20,20,5,1,1,13,3.83275079727173,0.02,-15546.2765867869
200,3,2,3,10,100,20,20,5,1,1,13,1.83110308647156,0.065,-3235.03614057687
500,3,2,3,10,100,20,20,5,1,1,13,3.04984498023987,0.074,-8084.53248710534
1000,3,2,3,10,100,20,20,5,1,1,13,4.69070386886597,0.055,-16262.2107940556
200,1,1,6,10,100,20,20,5,1,1,13,0.655247926712036,0.24,-3106.72856690548
500,1,1,6,10,100,20,20,5,1,1,13,1.93382787704468,0.212,-7527.59418645261
1000,1,1,6,10,100,20,20,5,1,1,13,3.05782294273376,0.181,-15019.4741497115
200,2,1,6,10,100,20,20,5,1,1,13,0.663225889205933,0.03,-2632.28953000303
500,2,1,6,10,100,20,20,5,1,1,13,2.56118583679199,0.018,-6964.86502300739
1000,2,1,6,10,100,20,20,5,1,1,13,6.80981206893921,0.016,-14097.7339717335
200,3,1,6,10,100,20,20,5,1,1,13,3.37284803390503,0.245,-3002.64015639218
500,3,1,6,10,100,20,20,5,1,1,13,9.67016100883484,0.18,-7512.11113226056
1000,3,1,6,10,100,20,20,5,1,1,13,15.0220999717712,0.032,-15056.1711232747
200,1,2,6,10,100,20,20,5,1,1,13,0.76944899559021,0.18,-3295.76986091918
500,1,2,6,10,100,20,20,5,1,1,13,2.27842879295349,0.096,-8253.6619623031
1000,1,2,6,10,100,20,20,5,1,1,13,3.55714511871338,0.06,-16625.3495723068
200,2,2,6,10,100,20,20,5,1,1,13,0.876655101776123,0.12,-3055.98184502547
500,2,2,6,10,100,20,20,5,1,1,13,2.89924693107605,0.076,-7943.70371974852
1000,2,2,6,10,100,20,20,5,1,1,13,6.3280770778656,0.05,-16045.9971368009
200,3,2,6,10,100,20,20,5,1,1,13,4.0756721496582,0.18,-3295.76986091918
500,3,2,6,10,100,20,20,5,1,1,13,11.2338578701019,0.096,-8253.6619623031
1000,3,2,6,10,100,20,20,5,1,1,13,17.08531498909,0.06,-16625.3495723068
200,1,1,3,4,400,20,20,5,1,1,13,0.39095401763916,0.035,-1355.13164743473
500,1,1,3,4,400,20,20,5,1,1,13,1.13695979118347,0.042,-3329.0673066658
1000,1,1,3,4,400,20,20,5,1,1,13,1.71142292022705,0.024,-6703.02898753946
200,2,1,3,4,400,20,20,5,1,1,13,0.807841062545776,0.035,-1203.13884961035
500,2,1,3,4,400,20,20,5,1,1,13,3.493656873703,0.018,-3012.62196329917
1000,2,1,3,4,400,20,20,5,1,1,13,14.7950050830841,0.011,-6026.55507555164
200,3,1,3,4,400,20,20,5,1,1,13,2.09441590309143,0.035,-1355.13164743473
500,3,1,3,4,400,20,20,5,1,1,13,5.49188113212585,0.042,-3329.0673066658
1000,3,1,3,4,400,20,20,5,1,1,13,8.64658689498901,0.024,-6703.02898753946
200,1,2,3,4,400,20,20,5,1,1,13,0.381976842880249,0.06,-1758.50143855303
500,1,2,3,4,400,20,20,5,1,1,13,1.0850989818573,0.04,-4272.87648605712
1000,1,2,3,4,400,20,20,5,1,1,13,1.53888607025146,0.049,-8766.00573439521
200,2,2,3,4,400,20,20,5,1,1,13,0.705785036087036,0.04,-1601.19731541431
500,2,2,3,4,400,20,20,5,1,1,13,3.64183115959167,0.024,-3995.10026545631
1000,2,2,3,4,400,20,20,5,1,1,13,16.5552649497986,0.02,-8002.31747438552
200,3,2,3,4,400,20,20,5,1,1,13,2.08841586112976,0.06,-1758.50143855303
500,3,2,3,4,400,20,20,5,1,1,13,5.1861310005188,0.04,-4272.87648605712
1000,3,2,3,4,400,20,20,5,1,1,13,7.74364995956421,0.049,-8766.00573439521
200,1,1,6,4,400,20,20,5,1,1,13,0.868677139282227,0.02,-1533.9299600083
500,1,1,6,4,400,20,20,5,1,1,13,2.43249487876892,0.032,-3734.3850875103
1000,1,1,6,4,400,20,20,5,1,1,13,3.11267709732056,0.028,-7619.39850750253
200,2,1,6,4,400,20,20,5,1,1,13,1.21774411201477,0.005,-1307.59168310502
500,2,1,6,4,400,20,20,5,1,1,13,4.73442196846008,0.014,-3307.89753371092
1000,2,1,6,4,400,20,20,5,1,1,13,16.7051260471344,0.018,-6633.6054153772
200,3,1,6,4,400,20,20,5,1,1,13,4.81412720680237,0.045,-1559.70944796243
500,3,1,6,4,400,20,20,5,1,1,13,11.59672498703,0.032,-3730.57452557752
1000,3,1,6,4,400,20,20,5,1,1,13,15.8002879619598,0.028,-7619.39850750253
200,1,2,6,4,400,20,20,5,1,1,13,1.08809018135071,0.06,-1829.711193087
500,1,2,6,4,400,20,20,5,1,1,13,3.69611501693726,0.09,-4633.06231519316
1000,1,2,6,4,400,20,20,5,1,1,13,4.99863290786743,0.062,-9335.05255820578
200,2,2,6,4,400,20,20,5,1,1,13,1.52192997932434,0.105,-1697.19676086083
500,2,2,6,4,400,20,20,5,1,1,13,5.81445097923279,0.06,-4277.64154363818
1000,2,2,6,4,400,20,20,5,1,1,13,19.1404659748077,0.039,-8557.38261351225
200,3,2,6,4,400,20,20,5,1,1,13,6.04934692382812,0.06,-1829.711193087
500,3,2,6,4,400,20,20,5,1,1,13,18.025465965271,0.074,-4564.47483063532
1000,3,2,6,4,400,20,20,5,1,1,13,23.3264651298523,0.062,-9335.05255820578
200,1,1,3,10,400,20,20,5,1,1,13,1.51494884490967,0.08,-2782.17065836116
500,1,1,3,10,400,20,20,5,1,1,13,3.70189809799194,0.052,-7071.71919371004
1000,1,1,3,10,400,20,20,5,1,1,13,6.04184317588806,0.052,-14204.7655745352
200,2,1,3,10,400,20,20,5,1,1,13,1.7317111492157,0.055,-2654.97279323884
500,2,1,3,10,400,20,20,5,1,1,13,5.8752338886261,0.02,-6753.19780068879
1000,2,1,3,10,400,20,20,5,1,1,13,20.7048490047455,0.016,-13583.251005789
200,3,1,3,10,400,20,20,5,1,1,13,7.3403160572052,0.055,-2778.25346639508
500,3,1,3,10,400,20,20,5,1,1,13,16.6337699890137,0.05,-7070.23636299162
1000,3,1,3,10,400,20,20,5,1,1,13,29.3241031169891,0.052,-14204.7655745352
200,1,2,3,10,400,20,20,5,1,1,13,1.47077393531799,0.065,-3235.03614057687
500,1,2,3,10,400,20,20,5,1,1,13,2.61799907684326,0.074,-8084.53248710534
1000,1,2,3,10,400,20,20,5,1,1,13,3.90682077407837,0.055,-16262.2107940556
200,2,2,3,10,400,20,20,5,1,1,13,1.964684009552,0.06,-3052.49993540243
500,2,2,3,10,400,20,20,5,1,1,13,5.11106014251709,0.036,-7731.94087136315
1000,2,2,3,10,400,20,20,5,1,1,13,16.396163225174,0.02,-15546.2765867869
200,3,2,3,10,400,20,20,5,1,1,13,7.84040808677673,0.065,-3235.03614057687
500,3,2,3,10,400,20,20,5,1,1,13,12.3051779270172,0.074,-8084.53248710534
1000,3,2,3,10,400,20,20,5,1,1,13,18.9998350143433,0.055,-16262.2107940556
200,1,1,6,10,400,20,20,5,1,1,13,2.55821585655212,0.245,-3002.64015639218
500,1,1,6,10,400,20,20,5,1,1,13,8.01556491851807,0.18,-7512.11113226056
1000,1,1,6,10,400,20,20,5,1,1,13,12.6423997879028,0.032,-15056.1711232747
200,2,1,6,10,400,20,20,5,1,1,13,2.85336995124817,0.03,-2628.86516647015
500,2,1,6,10,400,20,20,5,1,1,13,10.2489421367645,0.022,-6965.67258601144
1000,2,1,6,10,400,20,20,5,1,1,13,24.0456559658051,0.018,-14099.0992090472
200,3,1,6,10,400,20,20,5,1,1,13,12.2773330211639,0.245,-3002.64015639218
500,3,1,6,10,400,20,20,5,1,1,13,39.7208859920502,0.124,-7443.31673606673
1000,3,1,6,10,400,20,20,5,1,1,13,61.9261348247528,0.036,-15094.7657741221
200,1,2,6,10,400,20,20,5,1,1,13,3.37198305130005,0.18,-3295.76986091918
500,1,2,6,10,400,20,20,5,1,1,13,8.69474792480469,0.096,-8253.6619623031
1000,1,2,6,10,400,20,20,5,1,1,13,13.4879930019379,0.06,-16625.3495723068
200,2,2,6,10,400,20,20,5,1,1,13,3.54259610176086,0.12,-3055.98184502547
500,2,2,6,10,400,20,20,5,1,1,13,10.91255402565,0.074,-7938.30325738427
1000,2,2,6,10,400,20,20,5,1,1,13,26.5682039260864,0.049,-16036.3383793542
200,3,2,6,10,400,20,20,5,1,1,13,15.9953858852386,0.18,-3295.76986091918
500,3,2,6,10,400,20,20,5,1,1,13,42.6101839542389,0.094,-8344.37966481839
1000,3,2,6,10,400,20,20,5,1,1,13,65.8057479858398,0.056,-16654.8490310112
200,1,1,3,4,100,20,20,5,1,2,13,0.0917558670043945,0.035,-1346.64971415346
500,1,1,3,4,100,20,20,5,1,2,13,0.300197124481201,0.03,-3303.43873205276
1000,1,1,3,4,100,20,20,5,1,2,13,0.434838056564331,0.023,-6610.04466224437
200,2,1,3,4,100,20,20,5,1,2,13,0.170543909072876,0.035,-1202.96087085245
500,2,1,3,4,100,20,20,5,1,2,13,0.883635997772217,0.012,-3012.22604417496
1000,2,1,3,4,100,20,20,5,1,2,13,3.25489902496338,0.014,-6017.06488010629
200,3,1,3,4,100,20,20,5,1,2,13,0.463759899139404,0.035,-1346.64971415346
500,3,1,3,4,100,20,20,5,1,2,13,1.55484390258789,0.03,-3303.43873205276
1000,3,1,3,4,100,20,20,5,1,2,13,2.15723085403442,0.023,-6610.04466224437
200,1,2,3,4,100,20,20,5,1,2,13,0.0907580852508545,0.03,-1719.56014982899
500,1,2,3,4,100,20,20,5,1,2,13,0.261301040649414,0.058,-4311.54479163518
1000,1,2,3,4,100,20,20,5,1,2,13,0.414891004562378,0.048,-8777.07885740317
200,2,2,3,4,100,20,20,5,1,2,13,0.21442699432373,0.04,-1599.99724744409
500,2,2,3,4,100,20,20,5,1,2,13,0.834207057952881,0.024,-3993.11187326634
1000,2,2,3,4,100,20,20,5,1,2,13,3.46474814414978,0.02,-7995.50876731811
200,3,2,3,4,100,20,20,5,1,2,13,0.454784154891968,0.03,-1719.56014982899
500,3,2,3,4,100,20,20,5,1,2,13,1.33044505119324,0.058,-4311.54479163518
1000,3,2,3,4,100,20,20,5,1,2,13,2.08941197395325,0.048,-8777.07885740317
200,1,1,6,4,100,20,20,5,1,2,13,0.225396871566772,0.03,-1531.32569808351
500,1,1,6,4,100,20,20,5,1,2,13,0.620341062545776,0.042,-3704.38579110676
1000,1,1,6,4,100,20,20,5,1,2,13,0.779433965682983,0.03,-7623.38885697948
200,2,1,6,4,100,20,20,5,1,2,13,0.335103988647461,0,-1307.64920410024
500,2,1,6,4,100,20,20,5,1,2,13,1.16986989974976,0.028,-3276.11822833564
1000,2,1,6,4,100,20,20,5,1,2,13,4.72036004066467,0.014,-6629.45264702671
200,3,1,6,4,100,20,20,5,1,2,13,1.16987109184265,0.035,-1573.14275499973
500,3,1,6,4,100,20,20,5,1,2,13,2.99898099899292,0.036,-3650.09089088884
1000,3,1,6,4,100,20,20,5,1,2,13,3.88785195350647,0.026,-7414.68875181625
200,1,2,6,4,100,20,20,5,1,2,13,0.302191019058228,0.13,-1873.6173211306
500,1,2,6,4,100,20,20,5,1,2,13,0.78888988494873,0.07,-4611.65787563412
