n,algorithm,scenario,k,p,nstart,nsteps,nkeep,equal_weights,opt,balanced,seed,time,error,obj
 200,4,2,3,10,400,20,10,FALSE,HARD,2,20,0.5435471534729,0.01,-3074.39462315637
1000,4,2,3,10,400,20,10,FALSE,HARD,2,20,1.15291690826416,0.025,-15491.6042154754
 200,2,1,6,10,400,20,10,FALSE,HARD,2,20,1.0860960483551,0.025,-2743.00577884515
1000,2,1,6,10,400,20,10,FALSE,HARD,2,20,4.57932996749878,0.023,-14048.2787719599
 200,3,1,6,10,400,20,10,FALSE,HARD,2,20,2.69543504714966,0.015,-2740.23580837956
1000,3,1,6,10,400,20,10,FALSE,HARD,2,20,6.48757600784302,0.021,-14048.3707936208
 200,4,1,6,10,400,20,10,FALSE,HARD,2,20,1.29154706001282,0.025,-2741.74518993511
1000,4,1,6,10,400,20,10,FALSE,HARD,2,20,2.48934292793274,0.021,-14048.3707936208
 200,2,2,6,10,400,20,10,FALSE,HARD,2,20,1.8011839389801,0.205,-3208.87934453439
1000,2,2,6,10,400,20,10,FALSE,HARD,2,20,9.95338296890259,0.047,-15974.6125535956
 200,3,2,6,10,400,20,10,FALSE,HARD,2,20,3.29739189147949,0.16,-3153.97631865918
1000,3,2,6,10,400,20,10,FALSE,HARD,2,20,11.1089470386505,0.047,-15974.7125301261
 200,4,2,6,10,400,20,10,FALSE,HARD,2,20,1.27858090400696,0.16,-3153.97631865918
1000,4,2,6,10,400,20,10,FALSE,HARD,2,20,2.61101794242859,0.045,-15976.4586629965
 200,2,1,3, 4,1000,20,10,FALSE,HARD,2,20,0.493680000305176,0.01,-1205.33309785462
1000,2,1,3, 4,1000,20,10,FALSE,HARD,2,20,2.29998993873596,0.011,-6025.34273402642
 200,3,1,3, 4,1000,20,10,FALSE,HARD,2,20,0.821801900863647,0.01,-1205.33309785462
1000,3,1,3, 4,1000,20,10,FALSE,HARD,2,20,3.26989006996155,0.011,-6025.34273402643
 200,4,1,3, 4,1000,20,10,FALSE,HARD,2,20,0.41987681388855,0.005,-1205.53800960201
1000,4,1,3, 4,1000,20,10,FALSE,HARD,2,20,1.44712996482849,0.013,-6025.56661994178
 200,2,2,3, 4,1000,20,10,FALSE,HARD,2,20,0.893538951873779,0,-1607.68804663328
1000,2,2,3, 4,1000,20,10,FALSE,HARD,2,20,4.10302782058716,0.017,-7996.23200735719
 200,3,2,3, 4,1000,20,10,FALSE,HARD,2,20,1.26461911201477,0,-1607.68804663328
1000,3,2,3, 4,1000,20,10,FALSE,HARD,2,20,4.66253185272217,0.017,-7996.23200735718
 200,4,2,3, 4,1000,20,10,FALSE,HARD,2,20,0.433840990066528,0,-1607.68804663328
1000,4,2,3, 4,1000,20,10,FALSE,HARD,2,20,1.2666130065918,0.017,-7996.23200735718
 200,2,1,6, 4,1000,20,10,FALSE,HARD,2,20,0.819715023040771,0.015,-1304.17899568073
1000,2,1,6, 4,1000,20,10,FALSE,HARD,2,20,3.65113711357117,0.017,-6609.04941428244
 200,3,1,6, 4,1000,20,10,FALSE,HARD,2,20,2.3058340549469,0.015,-1304.17899568073
1000,3,1,6, 4,1000,20,10,FALSE,HARD,2,20,6.33302688598633,0.018,-6608.64119553492
 200,4,1,6, 4,1000,20,10,FALSE,HARD,2,20,1.19081592559814,0.015,-1304.17899568073
1000,4,1,6, 4,1000,20,10,FALSE,HARD,2,20,2.74266505241394,0.018,-6608.64119553492
 200,2,2,6, 4,1000,20,10,FALSE,HARD,2,20,1.77625107765198,0.035,-1697.88440397327
1000,2,2,6, 4,1000,20,10,FALSE,HARD,2,20,8.86290097236633,0.037,-8549.87218388724
 200,3,2,6, 4,1000,20,10,FALSE,HARD,2,20,3.75449180603027,0.025,-1697.7697303301
1000,3,2,6, 4,1000,20,10,FALSE,HARD,2,20,11.9145188331604,0.037,-8549.87218388724
 200,4,2,6, 4,1000,20,10,FALSE,HARD,2,20,1.2312159538269,0.025,-1697.7697303301
1000,4,2,6, 4,1000,20,10,FALSE,HARD,2,20,2.86202096939087,0.038,-8549.90762333873
 200,2,1,3,10,1000,20,10,FALSE,HARD,2,20,1.82801699638367,0.01,-2673.98420563539
1000,2,1,3,10,1000,20,10,FALSE,HARD,2,20,6.34104299545288,0.02,-13547.4633838177
 200,3,1,3,10,1000,20,10,FALSE,HARD,2,20,2.82800388336182,0.01,-2673.98420563539
1000,3,1,3,10,1000,20,10,FALSE,HARD,2,20,6.94444608688354,0.02,-13547.4633838177
 200,4,1,3,10,1000,20,10,FALSE,HARD,2,20,1.31236004829407,0.01,-2673.98420563539
1000,4,1,3,10,1000,20,10,FALSE,HARD,2,20,2.98102903366089,0.017,-13547.731077116
 200,2,2,3,10,1000,20,10,FALSE,HARD,2,20,2.60755705833435,0,-3072.70772546554
1000,2,2,3,10,1000,20,10,FALSE,HARD,2,20,9.32337403297424,0.026,-15491.5859080617
 200,3,2,3,10,1000,20,10,FALSE,HARD,2,20,4.21873188018799,0,-3072.70772546555
1000,3,2,3,10,1000,20,10,FALSE,HARD,2,20,10.7237739562988,0.026,-15491.5859080617
 200,4,2,3,10,1000,20,10,FALSE,HARD,2,20,1.34691786766052,0.01,-3074.39462315637
1000,4,2,3,10,1000,20,10,FALSE,HARD,2,20,3.0767719745636,0.026,-15491.5859080617
 200,2,1,6,10,1000,20,10,FALSE,HARD,2,20,2.86733198165894,0.025,-2743.00577884515
1000,2,1,6,10,1000,20,10,FALSE,HARD,2,20,11.8471078872681,0.023,-14048.2787719599
 200,3,1,6,10,1000,20,10,FALSE,HARD,2,20,6.9404878616333,0.015,-2740.23580837956
1000,3,1,6,10,1000,20,10,FALSE,HARD,2,20,16.8331727981567,0.02,-14047.9983007832
 200,4,1,6,10,1000,20,10,FALSE,HARD,2,20,3.16753005981445,0.025,-2741.15134766795
1000,4,1,6,10,1000,20,10,FALSE,HARD,2,20,5.83497595787048,0.02,-14047.9983007832
 200,2,2,6,10,1000,20,10,FALSE,HARD,2,20,4.54285192489624,0.205,-3208.87934453439
1000,2,2,6,10,1000,20,10,FALSE,HARD,2,20,24.994950056076,0.047,-15974.0442442733
 200,3,2,6,10,1000,20,10,FALSE,HARD,2,20,8.63193297386169,0.16,-3153.97631865918
1000,3,2,6,10,1000,20,10,FALSE,HARD,2,20,28.3774390220642,0.047,-15974.7125301261
 200,4,2,6,10,1000,20,10,FALSE,HARD,2,20,3.11318898200989,0.16,-3153.97631865918
1000,4,2,6,10,1000,20,10,FALSE,HARD,2,20,6.40970516204834,0.045,-15976.4586629965
 200,2,1,3, 4,400,20,10,FALSE,HARD,1,21,0.198469161987305,0,-1195.75719195386
1000,2,1,3, 4,400,20,10,FALSE,HARD,1,21,0.876655101776123,0.013,-6034.52033977533
 200,3,1,3, 4,400,20,10,FALSE,HARD,1,21,0.35106086730957,0,-1195.75719195386
1000,3,1,3, 4,400,20,10,FALSE,HARD,1,21,1.13296985626221,0.013,-6034.52033977534
 200,4,1,3, 4,400,20,10,FALSE,HARD,1,21,0.166554927825928,0,-1485.83516131366
1000,4,1,3, 4,400,20,10,FALSE,HARD,1,21,0.523616790771484,0.013,-6034.52033977534
 200,2,2,3, 4,400,20,10,FALSE,HARD,1,21,0.295210123062134,0.02,-1583.01729779743
1000,2,2,3, 4,400,20,10,FALSE,HARD,1,21,1.4519419670105,0.018,-8001.1855318268
 200,3,2,3, 4,400,20,10,FALSE,HARD,1,21,0.41987681388855,0.02,-1583.01729779743
1000,3,2,3, 4,400,20,10,FALSE,HARD,1,21,1.71941709518433,0.018,-8001.18553182681
 200,4,2,3, 4,400,20,10,FALSE,HARD,1,21,0.176527976989746,0.02,-1583.01729779743
1000,4,2,3, 4,400,20,10,FALSE,HARD,1,21,0.543546915054321,0.018,-8001.23755043854
 200,2,1,6, 4,400,20,10,FALSE,HARD,1,21,0.31715202331543,0.165,-1385.87447368687
1000,2,1,6, 4,400,20,10,FALSE,HARD,1,21,1.43815302848816,0.012,-6623.03685585703
 200,3,1,6, 4,400,20,10,FALSE,HARD,1,21,0.871669054031372,0.025,-1311.25522967571
1000,3,1,6, 4,400,20,10,FALSE,HARD,1,21,2.44054102897644,0.16,-7027.02815539571
 200,4,1,6, 4,400,20,10,FALSE,HARD,1,21,0.432842016220093,0.025,-1311.25522967571
1000,4,1,6, 4,400,20,10,FALSE,HARD,1,21,1.07213282585144,0.16,-7027.02815539571
 200,2,2,6, 4,400,20,10,FALSE,HARD,1,21,0.704117059707642,0.11,-1693.02901132502
1000,2,2,6, 4,400,20,10,FALSE,HARD,1,21,3.77419900894165,0.036,-8574.90650181228
 200,3,2,6, 4,400,20,10,FALSE,HARD,1,21,1.20078897476196,0.075,-1691.57975217365
1000,3,2,6, 4,400,20,10,FALSE,HARD,1,21,4.15389204025269,0.039,-8575.57848370301
 200,4,2,6, 4,400,20,10,FALSE,HARD,1,21,0.38496994972229,0.095,-1695.46271486625
1000,4,2,6, 4,400,20,10,FALSE,HARD,1,21,1.0166130065918,0.044,-8577.33196768897
 200,2,1,3,10,400,20,10,FALSE,HARD,1,21,0.693146944046021,0,-2662.56617136908
1000,2,1,3,10,400,20,10,FALSE,HARD,1,21,2.46595811843872,0.014,-13584.7508657305
 200,3,1,3,10,400,20,10,FALSE,HARD,1,21,1.16588187217712,0,-2662.56617136908
1000,3,1,3,10,400,20,10,FALSE,HARD,1,21,2.74433708190918,0.014,-13584.7508657305
 200,4,1,3,10,400,20,10,FALSE,HARD,1,21,0.554516077041626,0,-2662.56617136908
1000,4,1,3,10,400,20,10,FALSE,HARD,1,21,1.14294409751892,0.014,-13584.7508657305
 200,2,2,3,10,400,20,10,FALSE,HARD,1,21,1.01129603385925,0.01,-3042.29663571246
1000,2,2,3,10,400,20,10,FALSE,HARD,1,21,3.37780809402466,0.02,-15553.3035046577
 200,3,2,3,10,400,20,10,FALSE,HARD,1,21,1.48502898216248,0.01,-3042.29663571246
1000,3,2,3,10,400,20,10,FALSE,HARD,1,21,3.83170104026794,0.02,-15553.3035046577
 200,4,2,3,10,400,20,10,FALSE,HARD,1,21,0.538558959960938,0.01,-3042.29663571246
1000,4,2,3,10,400,20,10,FALSE,HARD,1,21,1.23868799209595,0.02,-15553.3035046577
 200,2,1,6,10,400,20,10,FALSE,HARD,1,21,1.13097596168518,0.015,-2722.90824006231
1000,2,1,6,10,400,20,10,FALSE,HARD,1,21,4.45807909965515,0.022,-14081.6216650989
 200,3,1,6,10,400,20,10,FALSE,HARD,1,21,2.71673512458801,0.02,-2720.15346092389
1000,3,1,6,10,400,20,10,FALSE,HARD,1,21,6.1338632106781,0.021,-14080.8645157483
 200,4,1,6,10,400,20,10,FALSE,HARD,1,21,1.26062893867493,0.02,-2720.15346092389
1000,4,1,6,10,400,20,10,FALSE,HARD,1,21,2.42673206329346,0.021,-14080.8645157483
 200,2,2,6,10,400,20,10,FALSE,HARD,1,21,1.84507703781128,0.255,-3162.93478127871
1000,2,2,6,10,400,20,10,FALSE,HARD,1,21,10.5589311122894,0.049,-16053.7982419433
 200,3,2,6,10,400,20,10,FALSE,HARD,1,21,3.1275429725647,0.205,-3119.2797665342
1000,3,2,6,10,400,20,10,FALSE,HARD,1,21,12.1002151966095,0.049,-16051.535414352
 200,4,2,6,10,400,20,10,FALSE,HARD,1,21,1.26653409004211,0.23,-3137.34725572054
1000,4,2,6,10,400,20,10,FALSE,HARD,1,21,2.49931693077087,0.112,-16109.0344017681
 200,2,1,3, 4,1000,20,10,FALSE,HARD,1,21,0.566484928131104,0,-1195.75719195386
1000,2,1,3, 4,1000,20,10,FALSE,HARD,1,21,2.26745104789734,0.013,-6034.52033977533
 200,3,1,3, 4,1000,20,10,FALSE,HARD,1,21,0.891617059707642,0,-1195.75719195386
1000,3,1,3, 4,1000,20,10,FALSE,HARD,1,21,3.00593280792236,0.013,-6034.52033977534
 200,4,1,3, 4,1000,20,10,FALSE,HARD,1,21,0.462762832641602,0,-1485.83516131366
1000,4,1,3, 4,1000,20,10,FALSE,HARD,1,21,1.40324807167053,0.013,-6034.52033977534
 200,2,2,3, 4,1000,20,10,FALSE,HARD,1,21,0.807838916778564,0.02,-1583.01729779743
1000,2,2,3, 4,1000,20,10,FALSE,HARD,1,21,3.83458018302917,0.018,-8001.1855318268
 200,3,2,3, 4,1000,20,10,FALSE,HARD,1,21,1.04121613502502,0.02,-1583.01729779743
1000,3,2,3, 4,1000,20,10,FALSE,HARD,1,21,4.62976598739624,0.018,-8001.18553182681
 200,4,2,3, 4,1000,20,10,FALSE,HARD,1,21,0.442816019058228,0.02,-1583.01729779743
1000,4,2,3, 4,1000,20,10,FALSE,HARD,1,21,1.42319393157959,0.018,-8001.23755043854
 200,2,1,6, 4,1000,20,10,FALSE,HARD,1,21,0.78888988494873,0.015,-1311.19878881045
1000,2,1,6, 4,1000,20,10,FALSE,HARD,1,21,3.71508097648621,0.012,-6623.03685585703
 200,3,1,6, 4,1000,20,10,FALSE,HARD,1,21,2.21087503433228,0.02,-1310.3453265919
1000,3,1,6, 4,1000,20,10,FALSE,HARD,1,21,5.98898506164551,0.012,-6623.03685585703
 200,4,1,6, 4,1000,20,10,FALSE,HARD,1,21,1.01029801368713,0.02,-1310.3453265919
1000,4,1,6, 4,1000,20,10,FALSE,HARD,1,21,2.58130598068237,0.012,-6623.03685585703
 200,2,2,6, 4,1000,20,10,FALSE,HARD,1,21,1.65457606315613,0.035,-1684.89558974053
1000,2,2,6, 4,1000,20,10,FALSE,HARD,1,21,9.22647094726562,0.037,-8574.85818291677
 200,3,2,6, 4,1000,20,10,FALSE,HARD,1,21,3.1944580078125,0.035,-1684.24601173258
1000,3,2,6, 4,1000,20,10,FALSE,HARD,1,21,11.6844639778137,0.037,-8574.85818291677
 200,4,2,6, 4,1000,20,10,FALSE,HARD,1,21,1.04520511627197,0.195,-1697.74407594848
1000,4,2,6, 4,1000,20,10,FALSE,HARD,1,21,2.63595080375671,0.041,-8577.00730029612
 200,2,1,3,10,1000,20,10,FALSE,HARD,1,21,1.76926898956299,0,-2662.56617136908
1000,2,1,3,10,1000,20,10,FALSE,HARD,1,21,6.19345378875732,0.014,-13584.7508657305
 200,3,1,3,10,1000,20,10,FALSE,HARD,1,21,2.95908689498901,0,-2662.56617136908
1000,3,1,3,10,1000,20,10,FALSE,HARD,1,21,7.47278690338135,0.014,-13584.7508657305
 200,4,1,3,10,1000,20,10,FALSE,HARD,1,21,1.38230395317078,0,-2662.56617136908
1000,4,1,3,10,1000,20,10,FALSE,HARD,1,21,2.91620016098022,0.014,-13584.7508657305
 200,2,2,3,10,1000,20,10,FALSE,HARD,1,21,2.45029187202454,0.01,-3042.29663571246
1000,2,2,3,10,1000,20,10,FALSE,HARD,1,21,8.10806512832642,0.02,-15553.3035046577
 200,3,2,3,10,1000,20,10,FALSE,HARD,1,21,3.79150915145874,0.01,-3042.29663571246
1000,3,2,3,10,1000,20,10,FALSE,HARD,1,21,9.97136497497559,0.02,-15553.3035046577
 200,4,2,3,10,1000,20,10,FALSE,HARD,1,21,1.39227700233459,0.01,-3042.29663571246
1000,4,2,3,10,1000,20,10,FALSE,HARD,1,21,3.00895404815674,0.02,-15553.3035046577
 200,2,1,6,10,1000,20,10,FALSE,HARD,1,21,2.73269295692444,0.015,-2718.93388843321
1000,2,1,6,10,1000,20,10,FALSE,HARD,1,21,11.5246531963348,0.022,-14081.6216650989
 200,3,1,6,10,1000,20,10,FALSE,HARD,1,21,7.23090291023254,0.015,-2718.16850815361
1000,3,1,6,10,1000,20,10,FALSE,HARD,1,21,15.7337160110474,0.021,-14080.8645157483
 200,4,1,6,10,1000,20,10,FALSE,HARD,1,21,3.22129702568054,0.015,-2718.16850815361
1000,4,1,6,10,1000,20,10,FALSE,HARD,1,21,6.49774408340454,0.021,-14080.8645157483
 200,2,2,6,10,1000,20,10,FALSE,HARD,1,21,4.73534488677979,0.225,-3147.98478233479
1000,2,2,6,10,1000,20,10,FALSE,HARD,1,21,26.1803939342499,0.052,-16051.8578062813
 200,3,2,6,10,1000,20,10,FALSE,HARD,1,21,8.23181200027466,0.135,-3101.83529811715
1000,3,2,6,10,1000,20,10,FALSE,HARD,1,21,31.4389259815216,0.049,-16051.535414352
 200,4,2,6,10,1000,20,10,FALSE,HARD,1,21,3.04228210449219,0.16,-3115.47042925937
1000,4,2,6,10,1000,20,10,FALSE,HARD,1,21,6.09903502464294,0.081,-16091.5450721547
 200,2,1,3, 4,400,20,10,FALSE,HARD,2,21,0.204454183578491,0,-1193.22105850258
1000,2,1,3, 4,400,20,10,FALSE,HARD,2,21,0.89560604095459,0.01,-6032.17808000425
 200,3,1,3, 4,400,20,10,FALSE,HARD,2,21,0.362031936645508,0,-1193.22105850258
1000,3,1,3, 4,400,20,10,FALSE,HARD,2,21,1.12898111343384,0.01,-6032.17808000425
 200,4,1,3, 4,400,20,10,FALSE,HARD,2,21,0.179519891738892,0,-1483.60190253615
1000,4,1,3, 4,400,20,10,FALSE,HARD,2,21,0.54554295539856,0.01,-6032.17808000425
 200,2,2,3, 4,400,20,10,FALSE,HARD,2,21,0.338095903396606,0.02,-1581.90303485626
1000,2,2,3, 4,400,20,10,FALSE,HARD,2,21,1.53489518165588,0.018,-7994.58367598959
 200,3,2,3, 4,400,20,10,FALSE,HARD,2,21,0.457776069641113,0.02,-1581.90303485627
1000,3,2,3, 4,400,20,10,FALSE,HARD,2,21,1.62365889549255,0.018,-7994.5836759896
 200,4,2,3, 4,400,20,10,FALSE,HARD,2,21,0.174532890319824,0.02,-1581.90303485627
1000,4,2,3, 4,400,20,10,FALSE,HARD,2,21,0.564490079879761,0.018,-7994.5836759896
 200,2,1,6, 4,400,20,10,FALSE,HARD,2,21,0.342085838317871,0.155,-1388.48731845393
1000,2,1,6, 4,400,20,10,FALSE,HARD,2,21,1.44966697692871,0.015,-6618.97135232285
 200,3,1,6, 4,400,20,10,FALSE,HARD,2,21,0.880645036697388,0.035,-1302.94109095146
1000,3,1,6, 4,400,20,10,FALSE,HARD,2,21,2.38961005210876,0.14,-7006.6109966952
 200,4,1,6, 4,400,20,10,FALSE,HARD,2,21,0.40491795539856,0.035,-1302.94109095146
1000,4,1,6, 4,400,20,10,FALSE,HARD,2,21,1.14892792701721,0.14,-7006.6109966952
 200,2,2,6, 4,400,20,10,FALSE,HARD,2,21,0.672201871871948,0.065,-1685.17000633378
1000,2,2,6, 4,400,20,10,FALSE,HARD,2,21,3.77244901657104,0.034,-8571.21447868073
 200,3,2,6, 4,400,20,10,FALSE,HARD,2,21,1.29254412651062,0.075,-1684.9677966725
1000,3,2,6, 4,400,20,10,FALSE,HARD,2,21,4.32643103599548,0.036,-8571.35194582753
 200,4,2,6, 4,400,20,10,FALSE,HARD,2,21,0.412896156311035,0.07,-1688.48157799557
1000,4,2,6, 4,400,20,10,FALSE,HARD,2,21,1.02426099777222,0.035,-8571.57239169296
 200,2,1,3,10,400,20,10,FALSE,HARD,2,21,0.69214916229248,0,-2651.28781831011
1000,2,1,3,10,400,20,10,FALSE,HARD,2,21,2.38861203193665,0.012,-13590.5911660198
 200,3,1,3,10,400,20,10,FALSE,HARD,2,21,1.07013893127441,0,-2651.28781831011
1000,3,1,3,10,400,20,10,FALSE,HARD,2,21,2.66985988616943,0.014,-13590.8296513902
 200,4,1,3,10,400,20,10,FALSE,HARD,2,21,0.502655982971191,0,-2651.28781831011
1000,4,1,3,10,400,20,10,FALSE,HARD,2,21,1.09108209609985,0.015,-13591.2087970767
 200,2,2,3,10,400,20,10,FALSE,HARD,2,21,1.04021811485291,0.01,-3025.07835935217
1000,2,2,3,10,400,20,10,FALSE,HARD,2,21,3.37034201622009,0.02,-15553.0307004501
 200,3,2,3,10,400,20,10,FALSE,HARD,2,21,1.60297203063965,0.01,-3025.07835935218
1000,3,2,3,10,400,20,10,FALSE,HARD,2,21,3.56997203826904,0.02,-15553.0307004501
 200,4,2,3,10,400,20,10,FALSE,HARD,2,21,0.55351996421814,0.01,-3025.07835935218
1000,4,2,3,10,400,20,10,FALSE,HARD,2,21,1.14792990684509,0.02,-15553.0307004501
 200,2,1,6,10,400,20,10,FALSE,HARD,2,21,1.20278286933899,0.02,-2712.25611467802
1000,2,1,6,10,400,20,10,FALSE,HARD,2,21,4.51290822029114,0.021,-14098.7040830213
 200,3,1,6,10,400,20,10,FALSE,HARD,2,21,2.87497997283936,0.025,-2708.39335984503
1000,3,1,6,10,400,20,10,FALSE,HARD,2,21,6.41372990608215,0.021,-14098.8415117132
 200,4,1,6,10,400,20,10,FALSE,HARD,2,21,1.25265002250671,0.025,-2708.39335984503
1000,4,1,6,10,400,20,10,FALSE,HARD,2,21,2.4442150592804,0.021,-14098.8415117132
 200,2,2,6,10,400,20,10,FALSE,HARD,2,21,1.856036901474,0.235,-3137.8247191211
1000,2,2,6,10,400,20,10,FALSE,HARD,2,21,10.2613677978516,0.057,-16066.6537351561
 200,3,2,6,10,400,20,10,FALSE,HARD,2,21,3.32610607147217,0.16,-3111.2945288449
1000,3,2,6,10,400,20,10,FALSE,HARD,2,21,12.1835520267487,0.059,-16068.0180436971
 200,4,2,6,10,400,20,10,FALSE,HARD,2,21,1.2117600440979,0.24,-3136.30447732868
1000,4,2,6,10,400,20,10,FALSE,HARD,2,21,2.54918313026428,0.097,-16123.0544930511
 200,2,1,3, 4,1000,20,10,FALSE,HARD,2,21,0.473733186721802,0,-1193.22105850258
1000,2,1,3, 4,1000,20,10,FALSE,HARD,2,21,2.12830805778503,0.01,-6032.17808000425
 200,3,1,3, 4,1000,20,10,FALSE,HARD,2,21,0.840751886367798,0,-1193.22105850258
1000,3,1,3, 4,1000,20,10,FALSE,HARD,2,21,2.79077696800232,0.01,-6032.17808000425
 200,4,1,3, 4,1000,20,10,FALSE,HARD,2,21,0.426858186721802,0,-1483.60190253615
1000,4,1,3, 4,1000,20,10,FALSE,HARD,2,21,1.27160000801086,0.01,-6032.17808000425
 200,2,2,3, 4,1000,20,10,FALSE,HARD,2,21,0.876655101776123,0.02,-1581.90303485626
1000,2,2,3, 4,1000,20,10,FALSE,HARD,2,21,3.69630193710327,0.018,-7994.58367598959
 200,3,2,3, 4,1000,20,10,FALSE,HARD,2,21,1.07811713218689,0.02,-1581.90303485627
1000,3,2,3, 4,1000,20,10,FALSE,HARD,2,21,4.52142786979675,0.018,-7994.5836759896
 200,4,2,3, 4,1000,20,10,FALSE,HARD,2,21,0.433840036392212,0.02,-1581.90303485627
1000,4,2,3, 4,1000,20,10,FALSE,HARD,2,21,1.40923094749451,0.018,-7994.5836759896
 200,2,1,6, 4,1000,20,10,FALSE,HARD,2,21,0.864687919616699,0.015,-1304.6551146514
1000,2,1,6, 4,1000,20,10,FALSE,HARD,2,21,3.57394909858704,0.015,-6618.97135232285
 200,3,1,6, 4,1000,20,10,FALSE,HARD,2,21,2.36418008804321,0.035,-1302.94109095146
1000,3,1,6, 4,1000,20,10,FALSE,HARD,2,21,6.48300290107727,0.017,-6618.98445144003
 200,4,1,6, 4,1000,20,10,FALSE,HARD,2,21,1.17186594009399,0.035,-1302.94109095146
1000,4,1,6, 4,1000,20,10,FALSE,HARD,2,21,2.77996802330017,0.017,-6618.98445144003
 200,2,2,6, 4,1000,20,10,FALSE,HARD,2,21,1.672287940979,0.065,-1685.17000633378
1000,2,2,6, 4,1000,20,10,FALSE,HARD,2,21,9.20607805252075,0.034,-8571.21447868073
 200,3,2,6, 4,1000,20,10,FALSE,HARD,2,21,3.56438493728638,0.075,-1684.9677966725
1000,3,2,6, 4,1000,20,10,FALSE,HARD,2,21,12.7506411075592,0.034,-8571.21447868074
 200,4,2,6, 4,1000,20,10,FALSE,HARD,2,21,1.07612299919128,0.07,-1688.48157799557
1000,4,2,6, 4,1000,20,10,FALSE,HARD,2,21,2.60535287857056,0.038,-8571.91316797946
 200,2,1,3,10,1000,20,10,FALSE,HARD,2,21,1.63961601257324,0,-2651.28781831011
1000,2,1,3,10,1000,20,10,FALSE,HARD,2,21,6.28821897506714,0.012,-13590.5911660198
 200,3,1,3,10,1000,20,10,FALSE,HARD,2,21,2.95230484008789,0,-2651.28781831011
1000,3,1,3,10,1000,20,10,FALSE,HARD,2,21,7.56613516807556,0.014,-13590.8296513902
 200,4,1,3,10,1000,20,10,FALSE,HARD,2,21,1.37192606925964,0,-2651.28781831011
1000,4,1,3,10,1000,20,10,FALSE,HARD,2,21,2.80999803543091,0.015,-13591.2087970767
 200,2,2,3,10,1000,20,10,FALSE,HARD,2,21,2.59007406234741,0.01,-3025.07835935217
1000,2,2,3,10,1000,20,10,FALSE,HARD,2,21,8.20143413543701,0.02,-15553.0307004501
 200,3,2,3,10,1000,20,10,FALSE,HARD,2,21,4.01725792884827,0.01,-3025.07835935218
1000,3,2,3,10,1000,20,10,FALSE,HARD,2,21,9.96036911010742,0.02,-15553.0307004501
 200,4,2,3,10,1000,20,10,FALSE,HARD,2,21,1.36978912353516,0.01,-3025.07835935218
1000,4,2,3,10,1000,20,10,FALSE,HARD,2,21,2.94213199615479,0.02,-15553.0307004501
 200,2,1,6,10,1000,20,10,FALSE,HARD,2,21,3.0538341999054,0.045,-2711.06028238193
1000,2,1,6,10,1000,20,10,FALSE,HARD,2,21,11.5953011512756,0.021,-14098.6913718491
 200,3,1,6,10,1000,20,10,FALSE,HARD,2,21,7.03384613990784,0.035,-2707.2127384211
1000,3,1,6,10,1000,20,10,FALSE,HARD,2,21,16.5949821472168,0.022,-14098.5692084236
 200,4,1,6,10,1000,20,10,FALSE,HARD,2,21,3.20542788505554,0.035,-2707.2127384211
1000,4,1,6,10,1000,20,10,FALSE,HARD,2,21,6.08273386955261,0.022,-14098.5692084236
 200,2,2,6,10,1000,20,10,FALSE,HARD,2,21,4.69672584533691,0.235,-3137.8247191211
1000,2,2,6,10,1000,20,10,FALSE,HARD,2,21,25.0765919685364,0.055,-16065.5887698752
 200,3,2,6,10,1000,20,10,FALSE,HARD,2,21,8.17570495605469,0.145,-3096.92763333307
1000,3,2,6,10,1000,20,10,FALSE,HARD,2,21,28.8990249633789,0.054,-16066.5540380397
 200,4,2,6,10,1000,20,10,FALSE,HARD,2,21,2.9600841999054,0.24,-3136.30447732868
1000,4,2,6,10,1000,20,10,FALSE,HARD,2,21,5.77736902236938,0.071,-16078.5272180113
 200,2,1,3, 4,400,20,10,FALSE,HARD,1,22,0.170543909072876,0.025,-1193.93180328881
1000,2,1,3, 4,400,20,10,FALSE,HARD,1,22,0.823797941207886,0.023,-6027.72024421087
 200,3,1,3, 4,400,20,10,FALSE,HARD,1,22,0.270277976989746,0.025,-1193.93180328881
1000,3,1,3, 4,400,20,10,FALSE,HARD,1,22,0.887893915176392,0.023,-6027.72024421087
 200,4,1,3, 4,400,20,10,FALSE,HARD,1,22,0.136635065078735,0.025,-1193.93180328881
1000,4,1,3, 4,400,20,10,FALSE,HARD,1,22,0.416884899139404,0.023,-6027.72024421087
 200,2,2,3, 4,400,20,10,FALSE,HARD,1,22,0.26429295539856,0.02,-1585.9324644175
1000,2,2,3, 4,400,20,10,FALSE,HARD,1,22,1.27778220176697,0.024,-8008.24356827089
 200,3,2,3, 4,400,20,10,FALSE,HARD,1,22,0.357046127319336,0.02,-1585.9324644175
1000,3,2,3, 4,400,20,10,FALSE,HARD,1,22,1.1638879776001,0.024,-8008.2435682709
 200,4,2,3, 4,400,20,10,FALSE,HARD,1,22,0.124666929244995,0.01,-1586.26969385936
1000,4,2,3, 4,400,20,10,FALSE,HARD,1,22,0.406912088394165,0.024,-8008.2435682709
 200,2,1,6, 4,400,20,10,FALSE,HARD,1,22,0.27725887298584,0.175,-1380.52621451196
1000,2,1,6, 4,400,20,10,FALSE,HARD,1,22,1.24766421318054,0.024,-6624.62491781601
 200,3,1,6, 4,400,20,10,FALSE,HARD,1,22,0.82878303527832,0.035,-1284.04488468157
